Name, Address, Failed inspection on, Alive for x years
GIORDANO'S OF PRUDENTIAL PLAZA,130 E RANDOLPH ST ,2017-10-17T00:00:00.000,3
DON FRESCO,520 W HARRISON ST ,2017-10-18T00:00:00.000,2
EXPRESS GRILL INC,1260 S UNION AVE ,2017-10-18T00:00:00.000,1
RENAISSANCE CHICAGO HOTEL,1 W WACKER DR ,2017-10-19T00:00:00.000,2
EL CHE BAR,845 W WASHINGTON BLVD ,2017-10-19T00:00:00.000,1
HAROLD'S CHICKEN SHACK,612 S WABASH AVE ,2017-10-20T00:00:00.000,1
THE MARKET BY FOXTROT,1019 W LAKE ST ,2017-10-23T00:00:00.000,1
McDONALD'S STORE #4061,186 W ADAMS ST ,2017-10-23T00:00:00.000,1
FULTON MARKET KITCHEN,311 N SANGAMON ST ,2017-10-24T00:00:00.000,3
GIORDANO'S OF PRUDENTIAL PLAZA,130 E RANDOLPH ST ,2017-10-24T00:00:00.000,3
WAFFLES CHICAGO,1400 S MICHIGAN AVE ,2017-10-24T00:00:00.000,1
GREYHOUND LINES INC,630 W HARRISON ST ,2017-10-25T00:00:00.000,1
AL'S BEEF,234 S WABASH AVE ,2017-10-26T00:00:00.000,1
SALVATION ARMY TEMPLE HEAD START,1 N OGDEN AVE ,2017-10-26T00:00:00.000,2
Ciao! Cafe,939 W MADISON ST ,2017-10-27T00:00:00.000,1
PINK MONKEY / NEW YORK STRIP,750 S CLINTON ST ,2017-10-30T00:00:00.000,1
MACY'S,111 N STATE ST ,2017-10-30T00:00:00.000,3
SOUTH LOOP MARKET,8 E 9TH ST ,2017-10-31T00:00:00.000,2
DOMINO'S,901 W MADISON ST FL 1,2017-10-31T00:00:00.000,2
SOUTH LOOP MARKET,8 E 9TH ST ,2017-10-31T00:00:00.000,2
GODDESS AND THE BAKER,121 W Wacker DR ,2017-10-31T00:00:00.000,2
LA SIRENA CLANDESTINA,954 W FULTON MARKET ,2017-11-07T00:00:00.000,1
FALAFEL ISLAND,24 E ADAMS ST ,2017-11-08T00:00:00.000,3
JIMMY JOHN'S,247 S STATE ST ,2017-11-08T00:00:00.000,2
CAFFE BACI INC,231 S LA SALLE ST ,2017-11-08T00:00:00.000,-1
STARBUCKS COFFEE #2565,550 W VAN BUREN ST ,2017-11-08T00:00:00.000,2
POTBELLY SANDWICH SHOP,1018 S CANAL ST ,2017-11-08T00:00:00.000,2
POCKETS,1009 W MADISON ST ,2017-11-09T00:00:00.000,1
LOWCOUNTRY 2,1132 S WABASH AVE ,2017-11-09T00:00:00.000,2
DUNKIN DONUTS/BASKIN ROBBINS,909 W WASHINGTON BLVD ,2017-11-09T00:00:00.000,1
STARBUCKS COFFEE #2527,1001 W MADISON ST ,2017-11-09T00:00:00.000,2
LOWCOUNTRY 2,1132 S WABASH AVE ,2017-11-09T00:00:00.000,2
BUBBLE NET,1200 S LAKE SHORE DR ,2017-11-13T00:00:00.000,2
CARDOZO'S PUB,170 W WASHINGTON ST ,2017-11-13T00:00:00.000,3
BLVD CHICAGO,817-819 W LAKE ST ,2017-11-14T00:00:00.000,2
LA SIRENA CLANDESTINA,954 W FULTON MARKET ,2017-11-14T00:00:00.000,1
DUNKIN DONUTS/BASKIN ROBBINS,909 W WASHINGTON BLVD ,2017-11-14T00:00:00.000,1
CORNER BAKERY CAFE,56 W RANDOLPH ST ,2017-11-16T00:00:00.000,1
STARBUCKS COFFEE #2565,550 W VAN BUREN ST ,2017-11-16T00:00:00.000,2
PORTILLO'S HOT DOGS,520 W TAYLOR ST ,2017-11-20T00:00:00.000,3
UNIVERSITY CLUB OF CHICAGO,76 E MONROE ST ,2017-11-21T00:00:00.000,3
ARAMARK-FIELD MUSEUM,1400 S LAKE SHORE DR ,2017-11-24T00:00:00.000,2
ERIK'S DELI,525 W VAN BUREN ST ,2017-11-27T00:00:00.000,1
MEZZA,225 N MICHIGAN AVE ,2017-11-27T00:00:00.000,1
WHOLE FOODS MARKET,1101 S CANAL ST ,2017-11-28T00:00:00.000,2
JIMMY JOHN'S,6 E MADISON ST ,2017-11-30T00:00:00.000,2
GIRL & THE GOAT,809-813 W RANDOLPH ST ,2017-11-30T00:00:00.000,1
PERSONA,408-412 S WELLS ST ,2017-11-30T00:00:00.000,3
POPEYES/GOLD COAST DOGS,159 N WABASH AVE ,2017-12-01T00:00:00.000,1
THE PARK GRILL,11-35 N MICHIGAN AVE ,2017-12-01T00:00:00.000,3
KIMURA SUSHI,1422 W Taylor ST ,2017-12-05T00:00:00.000,2
NEW ORLEANS KITCHEN,100 W RANDOLPH ST ,2017-12-07T00:00:00.000,1
ICANDY SUGAR SHOPPE,122 S Michigan AVE BLDG ,2017-12-07T00:00:00.000,2
BONIVINO'S INC,109 - 111 W VAN BUREN ST ,2017-12-14T00:00:00.000,1
CORNER BAKERY CAFE,35 E MONROE ST ,2017-12-19T00:00:00.000,1
STARBUCKS # 2483,1430 W TAYLOR ST ,2017-12-20T00:00:00.000,2
STAN'S DONUTS & COFFEE,181 N MICHIGAN AVE ,2017-12-20T00:00:00.000,3
VAPIANO,44 S WABASH AVE ,2017-12-21T00:00:00.000,2
CORNER BAKERY CAFE,35 E MONROE ST ,2017-12-21T00:00:00.000,1
NOODLES AND COMPANY,47 S CLARK ST ,2017-12-22T00:00:00.000,2
COSI,33 N DEARBORN ST ,2017-12-27T00:00:00.000,1
BONIVINO'S INC,109 - 111 W VAN BUREN ST ,2017-12-27T00:00:00.000,1
GIDEON SWEET,841 W RANDOLPH ST FL ,2017-12-28T00:00:00.000,1
GATEWAY,161 N CLARK ST ,2017-12-28T00:00:00.000,1
GIDEON SWEET,841 W RANDOLPH ST FL ,2017-12-28T00:00:00.000,1
SUBWAY,1525 W MADISON ST ,2018-01-03T00:00:00.000,2
NOODLES & COMPANY #673,1100 S CANAL ST ,2018-01-04T00:00:00.000,1
PANERA BREAD #987,1101 S CANAL ST ,2018-01-04T00:00:00.000,1
FRESHII,1166 W MADISON ST ,2018-01-05T00:00:00.000,1
NOODLES & COMPANY #673,1100 S CANAL ST ,2018-01-05T00:00:00.000,1
TACO MADRE,823 S STATE ST ,2018-01-09T00:00:00.000,2
TACO MADRE,823 S STATE ST ,2018-01-09T00:00:00.000,2
RUSSIAN TEA TIME,77 E ADAMS ST ,2018-01-09T00:00:00.000,2
FALAFEL ISLAND,24 E ADAMS ST ,2018-01-09T00:00:00.000,2
THE SCOUT,1301 S WABASH AVE ,2018-01-10T00:00:00.000,1
GRANGE HALL BURGER BAR / BACK DOOR SALOON,844 W RANDOLPH ST ,2018-01-10T00:00:00.000,0
SUSHI SAI,123 N WACKER DR ,2018-01-11T00:00:00.000,0
SUBWAY,1300 S WABASH AVE ,2018-01-11T00:00:00.000,2
SBARRO,333 S STATE ST ,2018-01-12T00:00:00.000,2
CEMITAS PUEBLA,817 W FULTON MARKET ,2018-01-16T00:00:00.000,0
11 DINING, LLC,440 S LA SALLE ST ,2018-01-16T00:00:00.000,0
11 DINING, LLC,440 S LA SALLE ST ,2018-01-16T00:00:00.000,0
SUBWAY,1300 S WABASH AVE ,2018-01-18T00:00:00.000,2
SUSHI SAI,123 N WACKER DR ,2018-01-18T00:00:00.000,0
THE CHICAGO FIREHOUSE RESTAURANT,1401 S MICHIGAN AVE ,2018-01-22T00:00:00.000,1
ROOM 12,1152 S WABASH AVE ,2018-01-22T00:00:00.000,0
Subway Sandwiches,808 W JACKSON BLVD ,2018-01-22T00:00:00.000,0
THE CHICAGO FIREHOUSE RESTAURANT,1401 S MICHIGAN AVE ,2018-01-24T00:00:00.000,1
FRESHII,1166 W MADISON ST ,2018-01-26T00:00:00.000,1
TALAY,1222 W MADISON ST ,2018-01-26T00:00:00.000,1
UMAI,730 S CLARK ST ,2018-01-29T00:00:00.000,1
GIORDANO'S GREEKTOWN,815 W VAN BUREN ,2018-01-29T00:00:00.000,2
ROOM 12,1152 S WABASH AVE ,2018-01-30T00:00:00.000,0
THE CORNED BEEF FACTORY SANDWICH SHOP,1009-1011 W LAKE ST ,2018-01-30T00:00:00.000,1
MAC KELLYS GREENS & THINGS,123 W MADISON ST ,2018-01-30T00:00:00.000,2
FIRST DRAFT,649 S CLARK ST ,2018-01-31T00:00:00.000,0
WJ NOODLES,810 W JACKSON BLVD ,2018-01-31T00:00:00.000,2
5 STAR INDIA,420 S CLARK ST ,2018-01-31T00:00:00.000,0
TACO BELL,407 S DEARBORN ST ,2018-02-01T00:00:00.000,2
TACO BELL,407 S DEARBORN ST ,2018-02-01T00:00:00.000,2
ATINO'S PIZZA # 2 INC,570-572 W ROOSEVELT RD ,2018-02-02T00:00:00.000,0
UMAI,730 S CLARK ST ,2018-02-07T00:00:00.000,1
CITY WINERY CHICAGO,1200-1212 W RANDOLPH ST ,2018-02-08T00:00:00.000,1
POMPEI BAKERY,1531 W TAYLOR ST ,2018-02-13T00:00:00.000,0
BAR LOUIE,47 W POLK ST ,2018-02-13T00:00:00.000,1
BAR LOUIE,1325 S HALSTED ST ,2018-02-13T00:00:00.000,1
TUTTO ITALIANO,501 S WELLS ST ,2018-02-15T00:00:00.000,0
EXPRESS GRILL INC,1260 S UNION AVE ,2018-02-15T00:00:00.000,0
SUBWAY RESTAURANT,1252 S HALSTED ST ,2018-02-20T00:00:00.000,-1
HERO COFFEE BAR,1100 W MADISON ST ,2018-02-22T00:00:00.000,1
GREEN APPLE PHOEVER,105 W MADISON ST ,2018-02-23T00:00:00.000,2
LABAMBA JALISCO, INC.,105 W MADISON ST ,2018-02-23T00:00:00.000,0
POKE POKE,105 W MADISON ST ,2018-02-23T00:00:00.000,1
MARRIOTT CHICAGO MEDICAL DISTRICT,625 S ASHLAND AVE ,2018-02-26T00:00:00.000,1
LALO'S MEXICAN RESTAURANT,733 W MAXWELL ST ,2018-02-26T00:00:00.000,2
SUBWAY RESTAURANT,1252 S HALSTED ST ,2018-02-27T00:00:00.000,-1
PARLOR PIZZA BAR,100-110 N GREEN ST ,2018-02-27T00:00:00.000,0
MARRIOTT CHICAGO MEDICAL DISTRICT,625 S ASHLAND AVE ,2018-03-01T00:00:00.000,1
7 LIONS BAR AND CELLAR,130 S MICHIGAN AVE ,2018-03-02T00:00:00.000,1
BILLYS GOAT'S,1535 W MADISON ST ,2018-03-08T00:00:00.000,0
65 EXPRESS,331 S FRANKLIN ST ,2018-03-08T00:00:00.000,2
TAQUERIA LA LAGARTIJA,132 S ASHLAND AVE ,2018-03-14T00:00:00.000,0
BEATRIX MARKET,23 E JACKSON BLVD BLDG ,2018-03-22T00:00:00.000,2
DOLLOP COFFEE,801 S FINANCIAL PL ,2018-03-22T00:00:00.000,2
BEATRIX MARKET,23 E JACKSON BLVD BLDG ,2018-03-22T00:00:00.000,2
DOLLOP COFFEE,801 S FINANCIAL PL ,2018-03-22T00:00:00.000,2
JERSEY MIKE'S SUBS,120 N WELLS ST ,2018-03-23T00:00:00.000,-3
POTBELLY SANDWICH WORKS LLC,55 E JACKSON BLVD ,2018-04-03T00:00:00.000,1
BUFFALO WILD WINGS,513 W TAYLOR ST ,2018-04-03T00:00:00.000,1
